"12f6 -- 8. Asukkaiden pääasiallinen toiminta, 2010-2022"

"Postinumeroalue";"Tiedot";"2022"
"58160  Karvila (Enonkoski)";"Asukkaat yhteensä (PT)";148
"58160  Karvila (Enonkoski)";"Työlliset (PT)";56
"58160  Karvila (Enonkoski)";"Työttömät (PT)";2
"58160  Karvila (Enonkoski)";"Lapset 0-14-vuotiaat (PT)";22
"58160  Karvila (Enonkoski)";"Opiskelijat (PT)";2
"58160  Karvila (Enonkoski)";"Eläkeläiset (PT)";58
"58160  Karvila (Enonkoski)";"Muut (PT)";8
"58170  Simanala (Enonkoski)";"Asukkaat yhteensä (PT)";241
"58170  Simanala (Enonkoski)";"Työlliset (PT)";116
"58170  Simanala (Enonkoski)";"Työttömät (PT)";8
"58170  Simanala (Enonkoski)";"Lapset 0-14-vuotiaat (PT)";30
"58170  Simanala (Enonkoski)";"Opiskelijat (PT)";15
"58170  Simanala (Enonkoski)";"Eläkeläiset (PT)";68
"58170  Simanala (Enonkoski)";"Muut (PT)";4
"58175  Enonkoski Keskus (Enonkoski)";"Asukkaat yhteensä (PT)";803
"58175  Enonkoski Keskus (Enonkoski)";"Työlliset (PT)";240
"58175  Enonkoski Keskus (Enonkoski)";"Työttömät (PT)";42
"58175  Enonkoski Keskus (Enonkoski)";"Lapset 0-14-vuotiaat (PT)";100
"58175  Enonkoski Keskus (Enonkoski)";"Opiskelijat (PT)";33
"58175  Enonkoski Keskus (Enonkoski)";"Eläkeläiset (PT)";363
"58175  Enonkoski Keskus (Enonkoski)";"Muut (PT)";25
"58180  Ihamaniemi (Enonkoski)";"Asukkaat yhteensä (PT)";133
"58180  Ihamaniemi (Enonkoski)";"Työlliset (PT)";44
"58180  Ihamaniemi (Enonkoski)";"Työttömät (PT)";8
"58180  Ihamaniemi (Enonkoski)";"Lapset 0-14-vuotiaat (PT)";18
"58180  Ihamaniemi (Enonkoski)";"Opiskelijat (PT)";0
"58180  Ihamaniemi (Enonkoski)";"Eläkeläiset (PT)";57
"58180  Ihamaniemi (Enonkoski)";"Muut (PT)";6
"58200  Kerimäki Keskus (Savonlinna)";"Asukkaat yhteensä (PT)";2940
"58200  Kerimäki Keskus (Savonlinna)";"Työlliset (PT)";990
"58200  Kerimäki Keskus (Savonlinna)";"Työttömät (PT)";135
"58200  Kerimäki Keskus (Savonlinna)";"Lapset 0-14-vuotiaat (PT)";351
"58200  Kerimäki Keskus (Savonlinna)";"Opiskelijat (PT)";137
"58200  Kerimäki Keskus (Savonlinna)";"Eläkeläiset (PT)";1262
"58200  Kerimäki Keskus (Savonlinna)";"Muut (PT)";65
"58220  Louhi (Savonlinna)";"Asukkaat yhteensä (PT)";370
"58220  Louhi (Savonlinna)";"Työlliset (PT)";152
"58220  Louhi (Savonlinna)";"Työttömät (PT)";24
"58220  Louhi (Savonlinna)";"Lapset 0-14-vuotiaat (PT)";43
"58220  Louhi (Savonlinna)";"Opiskelijat (PT)";12
"58220  Louhi (Savonlinna)";"Eläkeläiset (PT)";132
"58220  Louhi (Savonlinna)";"Muut (PT)";7
"58260  Kumpuranta (Savonlinna)";"Asukkaat yhteensä (PT)";164
"58260  Kumpuranta (Savonlinna)";"Työlliset (PT)";56
"58260  Kumpuranta (Savonlinna)";"Työttömät (PT)";5
"58260  Kumpuranta (Savonlinna)";"Lapset 0-14-vuotiaat (PT)";23
"58260  Kumpuranta (Savonlinna)";"Opiskelijat (PT)";5
"58260  Kumpuranta (Savonlinna)";"Eläkeläiset (PT)";72
"58260  Kumpuranta (Savonlinna)";"Muut (PT)";3
"58300  Savonranta Keskus (Savonlinna)";"Asukkaat yhteensä (PT)";589
"58300  Savonranta Keskus (Savonlinna)";"Työlliset (PT)";160
"58300  Savonranta Keskus (Savonlinna)";"Työttömät (PT)";46
"58300  Savonranta Keskus (Savonlinna)";"Lapset 0-14-vuotiaat (PT)";43
"58300  Savonranta Keskus (Savonlinna)";"Opiskelijat (PT)";12
"58300  Savonranta Keskus (Savonlinna)";"Eläkeläiset (PT)";307
"58300  Savonranta Keskus (Savonlinna)";"Muut (PT)";21
"58320  Raikuu (Savonlinna)";"Asukkaat yhteensä (PT)";153
"58320  Raikuu (Savonlinna)";"Työlliset (PT)";56
"58320  Raikuu (Savonlinna)";"Työttömät (PT)";13
"58320  Raikuu (Savonlinna)";"Lapset 0-14-vuotiaat (PT)";11
"58320  Raikuu (Savonlinna)";"Opiskelijat (PT)";5
"58320  Raikuu (Savonlinna)";"Eläkeläiset (PT)";64
"58320  Raikuu (Savonlinna)";"Muut (PT)";4
"58350  Villala (Kitee)";"Asukkaat yhteensä (PT)";171
"58350  Villala (Kitee)";"Työlliset (PT)";54
"58350  Villala (Kitee)";"Työttömät (PT)";17
"58350  Villala (Kitee)";"Lapset 0-14-vuotiaat (PT)";7
"58350  Villala (Kitee)";"Opiskelijat (PT)";7
"58350  Villala (Kitee)";"Eläkeläiset (PT)";82
"58350  Villala (Kitee)";"Muut (PT)";4
"58360  Säimen (Savonlinna)";"Asukkaat yhteensä (PT)";147
"58360  Säimen (Savonlinna)";"Työlliset (PT)";40
"58360  Säimen (Savonlinna)";"Työttömät (PT)";11
"58360  Säimen (Savonlinna)";"Lapset 0-14-vuotiaat (PT)";5
"58360  Säimen (Savonlinna)";"Opiskelijat (PT)";2
"58360  Säimen (Savonlinna)";"Eläkeläiset (PT)";84
"58360  Säimen (Savonlinna)";"Muut (PT)";5
"58390  Rönkönvaara (Savonlinna)";"Asukkaat yhteensä (PT)";48
"58390  Rönkönvaara (Savonlinna)";"Työlliset (PT)";15
"58390  Rönkönvaara (Savonlinna)";"Työttömät (PT)";1
"58390  Rönkönvaara (Savonlinna)";"Lapset 0-14-vuotiaat (PT)";2
"58390  Rönkönvaara (Savonlinna)";"Opiskelijat (PT)";0
"58390  Rönkönvaara (Savonlinna)";"Eläkeläiset (PT)";29
"58390  Rönkönvaara (Savonlinna)";"Muut (PT)";1
"58410  Haapakallio (Savonlinna)";"Asukkaat yhteensä (PT)";608
"58410  Haapakallio (Savonlinna)";"Työlliset (PT)";274
"58410  Haapakallio (Savonlinna)";"Työttömät (PT)";25
"58410  Haapakallio (Savonlinna)";"Lapset 0-14-vuotiaat (PT)";131
"58410  Haapakallio (Savonlinna)";"Opiskelijat (PT)";26
"58410  Haapakallio (Savonlinna)";"Eläkeläiset (PT)";139
"58410  Haapakallio (Savonlinna)";"Muut (PT)";13
"58420  Silvola (Savonlinna)";"Asukkaat yhteensä (PT)";304
"58420  Silvola (Savonlinna)";"Työlliset (PT)";139
"58420  Silvola (Savonlinna)";"Työttömät (PT)";7
"58420  Silvola (Savonlinna)";"Lapset 0-14-vuotiaat (PT)";62
"58420  Silvola (Savonlinna)";"Opiskelijat (PT)";17
"58420  Silvola (Savonlinna)";"Eläkeläiset (PT)";75
"58420  Silvola (Savonlinna)";"Muut (PT)";4
"58430  Kulennoinen (Savonlinna)";"Asukkaat yhteensä (PT)";433
"58430  Kulennoinen (Savonlinna)";"Työlliset (PT)";184
"58430  Kulennoinen (Savonlinna)";"Työttömät (PT)";22
"58430  Kulennoinen (Savonlinna)";"Lapset 0-14-vuotiaat (PT)";65
"58430  Kulennoinen (Savonlinna)";"Opiskelijat (PT)";24
"58430  Kulennoinen (Savonlinna)";"Eläkeläiset (PT)";133
"58430  Kulennoinen (Savonlinna)";"Muut (PT)";5
"58450  Punkaharju (Savonlinna)";"Asukkaat yhteensä (PT)";389
"58450  Punkaharju (Savonlinna)";"Työlliset (PT)";177
"58450  Punkaharju (Savonlinna)";"Työttömät (PT)";16
"58450  Punkaharju (Savonlinna)";"Lapset 0-14-vuotiaat (PT)";51
"58450  Punkaharju (Savonlinna)";"Opiskelijat (PT)";19
"58450  Punkaharju (Savonlinna)";"Eläkeläiset (PT)";124
"58450  Punkaharju (Savonlinna)";"Muut (PT)";2
"58500  Punkasalmi (Savonlinna)";"Asukkaat yhteensä (PT)";1433
"58500  Punkasalmi (Savonlinna)";"Työlliset (PT)";459
"58500  Punkasalmi (Savonlinna)";"Työttömät (PT)";59
"58500  Punkasalmi (Savonlinna)";"Lapset 0-14-vuotiaat (PT)";148
"58500  Punkasalmi (Savonlinna)";"Opiskelijat (PT)";72
"58500  Punkasalmi (Savonlinna)";"Eläkeläiset (PT)";658
"58500  Punkasalmi (Savonlinna)";"Muut (PT)";37
"58520  Hiukkajoki (Savonlinna)";"Asukkaat yhteensä (PT)";263
"58520  Hiukkajoki (Savonlinna)";"Työlliset (PT)";95
"58520  Hiukkajoki (Savonlinna)";"Työttömät (PT)";9
"58520  Hiukkajoki (Savonlinna)";"Lapset 0-14-vuotiaat (PT)";30
"58520  Hiukkajoki (Savonlinna)";"Opiskelijat (PT)";8
"58520  Hiukkajoki (Savonlinna)";"Eläkeläiset (PT)";115
"58520  Hiukkajoki (Savonlinna)";"Muut (PT)";6
"58550  Putikko (Savonlinna)";"Asukkaat yhteensä (PT)";371
"58550  Putikko (Savonlinna)";"Työlliset (PT)";157
"58550  Putikko (Savonlinna)";"Työttömät (PT)";23
"58550  Putikko (Savonlinna)";"Lapset 0-14-vuotiaat (PT)";31
"58550  Putikko (Savonlinna)";"Opiskelijat (PT)";9
"58550  Putikko (Savonlinna)";"Eläkeläiset (PT)";142
"58550  Putikko (Savonlinna)";"Muut (PT)";9
"58570  Ruhvana (Savonlinna)";"Asukkaat yhteensä (PT)";67
"58570  Ruhvana (Savonlinna)";"Työlliset (PT)";20
"58570  Ruhvana (Savonlinna)";"Työttömät (PT)";2
"58570  Ruhvana (Savonlinna)";"Lapset 0-14-vuotiaat (PT)";4
"58570  Ruhvana (Savonlinna)";"Opiskelijat (PT)";4
"58570  Ruhvana (Savonlinna)";"Eläkeläiset (PT)";34
"58570  Ruhvana (Savonlinna)";"Muut (PT)";3
"58580  Vuoriniemi (Savonlinna)";"Asukkaat yhteensä (PT)";80
"58580  Vuoriniemi (Savonlinna)";"Työlliset (PT)";24
"58580  Vuoriniemi (Savonlinna)";"Työttömät (PT)";5
"58580  Vuoriniemi (Savonlinna)";"Lapset 0-14-vuotiaat (PT)";7
"58580  Vuoriniemi (Savonlinna)";"Opiskelijat (PT)";1
"58580  Vuoriniemi (Savonlinna)";"Eläkeläiset (PT)";41
"58580  Vuoriniemi (Savonlinna)";"Muut (PT)";2
"58610  Telakanava (Sulkava)";"Asukkaat yhteensä (PT)";123
"58610  Telakanava (Sulkava)";"Työlliset (PT)";48
"58610  Telakanava (Sulkava)";"Työttömät (PT)";5
"58610  Telakanava (Sulkava)";"Lapset 0-14-vuotiaat (PT)";12
"58610  Telakanava (Sulkava)";"Opiskelijat (PT)";6
"58610  Telakanava (Sulkava)";"Eläkeläiset (PT)";45
"58610  Telakanava (Sulkava)";"Muut (PT)";7
"58620  Lohilahti (Sulkava)";"Asukkaat yhteensä (PT)";222
"58620  Lohilahti (Sulkava)";"Työlliset (PT)";70
"58620  Lohilahti (Sulkava)";"Työttömät (PT)";7
"58620  Lohilahti (Sulkava)";"Lapset 0-14-vuotiaat (PT)";15
"58620  Lohilahti (Sulkava)";"Opiskelijat (PT)";12
"58620  Lohilahti (Sulkava)";"Eläkeläiset (PT)";107
"58620  Lohilahti (Sulkava)";"Muut (PT)";11
"58650  Kiviapaja (Savonlinna)";"Asukkaat yhteensä (PT)";75
"58650  Kiviapaja (Savonlinna)";"Työlliset (PT)";24
"58650  Kiviapaja (Savonlinna)";"Työttömät (PT)";5
"58650  Kiviapaja (Savonlinna)";"Lapset 0-14-vuotiaat (PT)";2
"58650  Kiviapaja (Savonlinna)";"Opiskelijat (PT)";2
"58650  Kiviapaja (Savonlinna)";"Eläkeläiset (PT)";39
"58650  Kiviapaja (Savonlinna)";"Muut (PT)";3
"58680  Piojärvi (Savonlinna)";"Asukkaat yhteensä (PT)";43
"58680  Piojärvi (Savonlinna)";"Työlliset (PT)";16
"58680  Piojärvi (Savonlinna)";"Työttömät (PT)";3
"58680  Piojärvi (Savonlinna)";"Lapset 0-14-vuotiaat (PT)";4
"58680  Piojärvi (Savonlinna)";"Opiskelijat (PT)";0
"58680  Piojärvi (Savonlinna)";"Eläkeläiset (PT)";20
"58680  Piojärvi (Savonlinna)";"Muut (PT)";0
"58690  Ala-Särkilahti-Piojärvi (Savonlinna)";"Asukkaat yhteensä (PT)";90
"58690  Ala-Särkilahti-Piojärvi (Savonlinna)";"Työlliset (PT)";31
"58690  Ala-Särkilahti-Piojärvi (Savonlinna)";"Työttömät (PT)";4
"58690  Ala-Särkilahti-Piojärvi (Savonlinna)";"Lapset 0-14-vuotiaat (PT)";6
"58690  Ala-Särkilahti-Piojärvi (Savonlinna)";"Opiskelijat (PT)";4
"58690  Ala-Särkilahti-Piojärvi (Savonlinna)";"Eläkeläiset (PT)";44
"58690  Ala-Särkilahti-Piojärvi (Savonlinna)";"Muut (PT)";1
"58700  Sulkava Keskus (Sulkava)";"Asukkaat yhteensä (PT)";1881
"58700  Sulkava Keskus (Sulkava)";"Työlliset (PT)";615
"58700  Sulkava Keskus (Sulkava)";"Työttömät (PT)";59
"58700  Sulkava Keskus (Sulkava)";"Lapset 0-14-vuotiaat (PT)";171
"58700  Sulkava Keskus (Sulkava)";"Opiskelijat (PT)";92
"58700  Sulkava Keskus (Sulkava)";"Eläkeläiset (PT)";891
"58700  Sulkava Keskus (Sulkava)";"Muut (PT)";53
"58720  Kaartilankoski (Sulkava)";"Asukkaat yhteensä (PT)";253
"58720  Kaartilankoski (Sulkava)";"Työlliset (PT)";107
"58720  Kaartilankoski (Sulkava)";"Työttömät (PT)";7
"58720  Kaartilankoski (Sulkava)";"Lapset 0-14-vuotiaat (PT)";23
"58720  Kaartilankoski (Sulkava)";"Opiskelijat (PT)";10
"58720  Kaartilankoski (Sulkava)";"Eläkeläiset (PT)";92
"58720  Kaartilankoski (Sulkava)";"Muut (PT)";14
"58770  Pihlajalahti (Savonlinna)";"Asukkaat yhteensä (PT)";202
"58770  Pihlajalahti (Savonlinna)";"Työlliset (PT)";71
"58770  Pihlajalahti (Savonlinna)";"Työttömät (PT)";12
"58770  Pihlajalahti (Savonlinna)";"Lapset 0-14-vuotiaat (PT)";22
"58770  Pihlajalahti (Savonlinna)";"Opiskelijat (PT)";10
"58770  Pihlajalahti (Savonlinna)";"Eläkeläiset (PT)";82
"58770  Pihlajalahti (Savonlinna)";"Muut (PT)";5
"58810  Kallislahti (Savonlinna)";"Asukkaat yhteensä (PT)";303
"58810  Kallislahti (Savonlinna)";"Työlliset (PT)";135
"58810  Kallislahti (Savonlinna)";"Työttömät (PT)";8
"58810  Kallislahti (Savonlinna)";"Lapset 0-14-vuotiaat (PT)";47
"58810  Kallislahti (Savonlinna)";"Opiskelijat (PT)";14
"58810  Kallislahti (Savonlinna)";"Eläkeläiset (PT)";92
"58810  Kallislahti (Savonlinna)";"Muut (PT)";7
"58830  Parkumäki (Rantasalmi)";"Asukkaat yhteensä (PT)";264
"58830  Parkumäki (Rantasalmi)";"Työlliset (PT)";95
"58830  Parkumäki (Rantasalmi)";"Työttömät (PT)";11
"58830  Parkumäki (Rantasalmi)";"Lapset 0-14-vuotiaat (PT)";43
"58830  Parkumäki (Rantasalmi)";"Opiskelijat (PT)";10
"58830  Parkumäki (Rantasalmi)";"Eläkeläiset (PT)";98
"58830  Parkumäki (Rantasalmi)";"Muut (PT)";7
"58850  Hiltula (Rantasalmi)";"Asukkaat yhteensä (PT)";95
"58850  Hiltula (Rantasalmi)";"Työlliset (PT)";39
"58850  Hiltula (Rantasalmi)";"Työttömät (PT)";2
"58850  Hiltula (Rantasalmi)";"Lapset 0-14-vuotiaat (PT)";14
"58850  Hiltula (Rantasalmi)";"Opiskelijat (PT)";2
"58850  Hiltula (Rantasalmi)";"Eläkeläiset (PT)";37
"58850  Hiltula (Rantasalmi)";"Muut (PT)";1
"58900  Rantasalmi Keskus (Rantasalmi)";"Asukkaat yhteensä (PT)";2136
"58900  Rantasalmi Keskus (Rantasalmi)";"Työlliset (PT)";730
"58900  Rantasalmi Keskus (Rantasalmi)";"Työttömät (PT)";78
"58900  Rantasalmi Keskus (Rantasalmi)";"Lapset 0-14-vuotiaat (PT)";222
"58900  Rantasalmi Keskus (Rantasalmi)";"Opiskelijat (PT)";93
"58900  Rantasalmi Keskus (Rantasalmi)";"Eläkeläiset (PT)";945
"58900  Rantasalmi Keskus (Rantasalmi)";"Muut (PT)";68
"58910  Rantasalmi Asemanseutu (Rantasalmi)";"Asukkaat yhteensä (PT)";176
"58910  Rantasalmi Asemanseutu (Rantasalmi)";"Työlliset (PT)";60
"58910  Rantasalmi Asemanseutu (Rantasalmi)";"Työttömät (PT)";10
"58910  Rantasalmi Asemanseutu (Rantasalmi)";"Lapset 0-14-vuotiaat (PT)";28
"58910  Rantasalmi Asemanseutu (Rantasalmi)";"Opiskelijat (PT)";11
"58910  Rantasalmi Asemanseutu (Rantasalmi)";"Eläkeläiset (PT)";62
"58910  Rantasalmi Asemanseutu (Rantasalmi)";"Muut (PT)";5
"58920  Kolkontaipale (Rantasalmi)";"Asukkaat yhteensä (PT)";309
"58920  Kolkontaipale (Rantasalmi)";"Työlliset (PT)";139
"58920  Kolkontaipale (Rantasalmi)";"Työttömät (PT)";13
"58920  Kolkontaipale (Rantasalmi)";"Lapset 0-14-vuotiaat (PT)";31
"58920  Kolkontaipale (Rantasalmi)";"Opiskelijat (PT)";10
"58920  Kolkontaipale (Rantasalmi)";"Eläkeläiset (PT)";106
"58920  Kolkontaipale (Rantasalmi)";"Muut (PT)";10
"58940  Tuusmäki (Rantasalmi)";"Asukkaat yhteensä (PT)";216
"58940  Tuusmäki (Rantasalmi)";"Työlliset (PT)";107
"58940  Tuusmäki (Rantasalmi)";"Työttömät (PT)";5
"58940  Tuusmäki (Rantasalmi)";"Lapset 0-14-vuotiaat (PT)";24
"58940  Tuusmäki (Rantasalmi)";"Opiskelijat (PT)";7
"58940  Tuusmäki (Rantasalmi)";"Eläkeläiset (PT)";69
"58940  Tuusmäki (Rantasalmi)";"Muut (PT)";4
"59100  Parikkala Keskus (Parikkala)";"Asukkaat yhteensä (PT)";1958
"59100  Parikkala Keskus (Parikkala)";"Työlliset (PT)";637
"59100  Parikkala Keskus (Parikkala)";"Työttömät (PT)";89
"59100  Parikkala Keskus (Parikkala)";"Lapset 0-14-vuotiaat (PT)";197
"59100  Parikkala Keskus (Parikkala)";"Opiskelijat (PT)";74
"59100  Parikkala Keskus (Parikkala)";"Eläkeläiset (PT)";924
"59100  Parikkala Keskus (Parikkala)";"Muut (PT)";37
"59130  Koitsanlahti (Parikkala)";"Asukkaat yhteensä (PT)";156
"59130  Koitsanlahti (Parikkala)";"Työlliset (PT)";52
"59130  Koitsanlahti (Parikkala)";"Työttömät (PT)";5
"59130  Koitsanlahti (Parikkala)";"Lapset 0-14-vuotiaat (PT)";24
"59130  Koitsanlahti (Parikkala)";"Opiskelijat (PT)";8
"59130  Koitsanlahti (Parikkala)";"Eläkeläiset (PT)";65
"59130  Koitsanlahti (Parikkala)";"Muut (PT)";2
"59210  Melkoniemi (Parikkala)";"Asukkaat yhteensä (PT)";132
"59210  Melkoniemi (Parikkala)";"Työlliset (PT)";50
"59210  Melkoniemi (Parikkala)";"Työttömät (PT)";6
"59210  Melkoniemi (Parikkala)";"Lapset 0-14-vuotiaat (PT)";13
"59210  Melkoniemi (Parikkala)";"Opiskelijat (PT)";5
"59210  Melkoniemi (Parikkala)";"Eläkeläiset (PT)";57
"59210  Melkoniemi (Parikkala)";"Muut (PT)";1
"59310  Särkisalmi (Parikkala)";"Asukkaat yhteensä (PT)";737
"59310  Särkisalmi (Parikkala)";"Työlliset (PT)";284
"59310  Särkisalmi (Parikkala)";"Työttömät (PT)";18
"59310  Särkisalmi (Parikkala)";"Lapset 0-14-vuotiaat (PT)";66
"59310  Särkisalmi (Parikkala)";"Opiskelijat (PT)";14
"59310  Särkisalmi (Parikkala)";"Eläkeläiset (PT)";346
"59310  Särkisalmi (Parikkala)";"Muut (PT)";9
"59320  Haapaoja (Parikkala)";"Asukkaat yhteensä (PT)";81
"59320  Haapaoja (Parikkala)";"Työlliset (PT)";21
"59320  Haapaoja (Parikkala)";"Työttömät (PT)";5
"59320  Haapaoja (Parikkala)";"Lapset 0-14-vuotiaat (PT)";2
"59320  Haapaoja (Parikkala)";"Opiskelijat (PT)";2
"59320  Haapaoja (Parikkala)";"Eläkeläiset (PT)";49
"59320  Haapaoja (Parikkala)";"Muut (PT)";2
"59410  Kirjavala (Parikkala)";"Asukkaat yhteensä (PT)";360
"59410  Kirjavala (Parikkala)";"Työlliset (PT)";117
"59410  Kirjavala (Parikkala)";"Työttömät (PT)";14
"59410  Kirjavala (Parikkala)";"Lapset 0-14-vuotiaat (PT)";40
"59410  Kirjavala (Parikkala)";"Opiskelijat (PT)";12
"59410  Kirjavala (Parikkala)";"Eläkeläiset (PT)";168
"59410  Kirjavala (Parikkala)";"Muut (PT)";9
"59510  Maironiemi (Parikkala)";"Asukkaat yhteensä (PT)";326
"59510  Maironiemi (Parikkala)";"Työlliset (PT)";99
"59510  Maironiemi (Parikkala)";"Työttömät (PT)";22
"59510  Maironiemi (Parikkala)";"Lapset 0-14-vuotiaat (PT)";25
"59510  Maironiemi (Parikkala)";"Opiskelijat (PT)";9
"59510  Maironiemi (Parikkala)";"Eläkeläiset (PT)";166
"59510  Maironiemi (Parikkala)";"Muut (PT)";5
"59520  Saari (Parikkala)";"Asukkaat yhteensä (PT)";115
"59520  Saari (Parikkala)";"Työlliset (PT)";35
"59520  Saari (Parikkala)";"Työttömät (PT)";3
"59520  Saari (Parikkala)";"Lapset 0-14-vuotiaat (PT)";18
"59520  Saari (Parikkala)";"Opiskelijat (PT)";3
"59520  Saari (Parikkala)";"Eläkeläiset (PT)";55
"59520  Saari (Parikkala)";"Muut (PT)";1
"59530  Mikkolanniemi (Parikkala)";"Asukkaat yhteensä (PT)";67
"59530  Mikkolanniemi (Parikkala)";"Työlliset (PT)";21
"59530  Mikkolanniemi (Parikkala)";"Työttömät (PT)";1
"59530  Mikkolanniemi (Parikkala)";"Lapset 0-14-vuotiaat (PT)";1
"59530  Mikkolanniemi (Parikkala)";"Opiskelijat (PT)";3
"59530  Mikkolanniemi (Parikkala)";"Eläkeläiset (PT)";41
"59530  Mikkolanniemi (Parikkala)";"Muut (PT)";0
"59610  Tarnala (Parikkala)";"Asukkaat yhteensä (PT)";158
"59610  Tarnala (Parikkala)";"Työlliset (PT)";56
"59610  Tarnala (Parikkala)";"Työttömät (PT)";12
"59610  Tarnala (Parikkala)";"Lapset 0-14-vuotiaat (PT)";15
"59610  Tarnala (Parikkala)";"Opiskelijat (PT)";2
"59610  Tarnala (Parikkala)";"Eläkeläiset (PT)";72
"59610  Tarnala (Parikkala)";"Muut (PT)";1
"59710  Kummunkylä (Parikkala)";"Asukkaat yhteensä (PT)";80
"59710  Kummunkylä (Parikkala)";"Työlliset (PT)";28
"59710  Kummunkylä (Parikkala)";"Työttömät (PT)";5
"59710  Kummunkylä (Parikkala)";"Lapset 0-14-vuotiaat (PT)";6
"59710  Kummunkylä (Parikkala)";"Opiskelijat (PT)";4
"59710  Kummunkylä (Parikkala)";"Eläkeläiset (PT)";32
"59710  Kummunkylä (Parikkala)";"Muut (PT)";5
"59720  Niukkala (Parikkala)";"Asukkaat yhteensä (PT)";126
"59720  Niukkala (Parikkala)";"Työlliset (PT)";38
"59720  Niukkala (Parikkala)";"Työttömät (PT)";5
"59720  Niukkala (Parikkala)";"Lapset 0-14-vuotiaat (PT)";5
"59720  Niukkala (Parikkala)";"Opiskelijat (PT)";9
"59720  Niukkala (Parikkala)";"Eläkeläiset (PT)";67
"59720  Niukkala (Parikkala)";"Muut (PT)";2
"59730  Uukuniemi (Parikkala)";"Asukkaat yhteensä (PT)";84
"59730  Uukuniemi (Parikkala)";"Työlliset (PT)";16
"59730  Uukuniemi (Parikkala)";"Työttömät (PT)";3
"59730  Uukuniemi (Parikkala)";"Lapset 0-14-vuotiaat (PT)";12
"59730  Uukuniemi (Parikkala)";"Opiskelijat (PT)";2
"59730  Uukuniemi (Parikkala)";"Eläkeläiset (PT)";48
"59730  Uukuniemi (Parikkala)";"Muut (PT)";3
"59800  Kesälahti Keskus (Kitee)";"Asukkaat yhteensä (PT)";1362
"59800  Kesälahti Keskus (Kitee)";"Työlliset (PT)";440
"59800  Kesälahti Keskus (Kitee)";"Työttömät (PT)";68
"59800  Kesälahti Keskus (Kitee)";"Lapset 0-14-vuotiaat (PT)";133
"59800  Kesälahti Keskus (Kitee)";"Opiskelijat (PT)";51
"59800  Kesälahti Keskus (Kitee)";"Eläkeläiset (PT)";645
"59800  Kesälahti Keskus (Kitee)";"Muut (PT)";25
"59810  Suurikylä (Kitee)";"Asukkaat yhteensä (PT)";79
"59810  Suurikylä (Kitee)";"Työlliset (PT)";26
"59810  Suurikylä (Kitee)";"Työttömät (PT)";4
"59810  Suurikylä (Kitee)";"Lapset 0-14-vuotiaat (PT)";4
"59810  Suurikylä (Kitee)";"Opiskelijat (PT)";0
"59810  Suurikylä (Kitee)";"Eläkeläiset (PT)";44
"59810  Suurikylä (Kitee)";"Muut (PT)";1
"59820  Purujärvi-Rajavaara (Kitee)";"Asukkaat yhteensä (PT)";129
"59820  Purujärvi-Rajavaara (Kitee)";"Työlliset (PT)";47
"59820  Purujärvi-Rajavaara (Kitee)";"Työttömät (PT)";4
"59820  Purujärvi-Rajavaara (Kitee)";"Lapset 0-14-vuotiaat (PT)";5
"59820  Purujärvi-Rajavaara (Kitee)";"Opiskelijat (PT)";5
"59820  Purujärvi-Rajavaara (Kitee)";"Eläkeläiset (PT)";63
"59820  Purujärvi-Rajavaara (Kitee)";"Muut (PT)";5
"60100  Seinäjoki Keskus (Seinäjoki)";"Asukkaat yhteensä (PT)";11333
"60100  Seinäjoki Keskus (Seinäjoki)";"Työlliset (PT)";4641
"60100  Seinäjoki Keskus (Seinäjoki)";"Työttömät (PT)";543
"60100  Seinäjoki Keskus (Seinäjoki)";"Lapset 0-14-vuotiaat (PT)";788
"60100  Seinäjoki Keskus (Seinäjoki)";"Opiskelijat (PT)";1209
"60100  Seinäjoki Keskus (Seinäjoki)";"Eläkeläiset (PT)";3801
"60100  Seinäjoki Keskus (Seinäjoki)";"Muut (PT)";351
"60120  Pohja (Seinäjoki)";"Asukkaat yhteensä (PT)";2654
"60120  Pohja (Seinäjoki)";"Työlliset (PT)";1205
"60120  Pohja (Seinäjoki)";"Työttömät (PT)";142
"60120  Pohja (Seinäjoki)";"Lapset 0-14-vuotiaat (PT)";369
"60120  Pohja (Seinäjoki)";"Opiskelijat (PT)";172
"60120  Pohja (Seinäjoki)";"Eläkeläiset (PT)";700
"60120  Pohja (Seinäjoki)";"Muut (PT)";66
"60150  Kasperi (Seinäjoki)";"Asukkaat yhteensä (PT)";4407
"60150  Kasperi (Seinäjoki)";"Työlliset (PT)";1807
"60150  Kasperi (Seinäjoki)";"Työttömät (PT)";246
"60150  Kasperi (Seinäjoki)";"Lapset 0-14-vuotiaat (PT)";699
"60150  Kasperi (Seinäjoki)";"Opiskelijat (PT)";290
"60150  Kasperi (Seinäjoki)";"Eläkeläiset (PT)";1203
"60150  Kasperi (Seinäjoki)";"Muut (PT)";162
"60200  Törnävä (Seinäjoki)";"Asukkaat yhteensä (PT)";12543
"60200  Törnävä (Seinäjoki)";"Työlliset (PT)";6447
"60200  Törnävä (Seinäjoki)";"Työttömät (PT)";386
"60200  Törnävä (Seinäjoki)";"Lapset 0-14-vuotiaat (PT)";2615
"60200  Törnävä (Seinäjoki)";"Opiskelijat (PT)";927
"60200  Törnävä (Seinäjoki)";"Eläkeläiset (PT)";1868
"60200  Törnävä (Seinäjoki)";"Muut (PT)";300
