"12f1 -- 3. Asukkaiden käytettävissä olevat rahatulot, 2010-2022"

"00280  Ruskeasuo (Helsinki)";"Asukkaiden ostovoimakertymä (HR)";76595322
"00290  Meilahden sairaala-alue (Helsinki)";"18 vuotta täyttäneet yhteensä (HR)";117
"00290  Meilahden sairaala-alue (Helsinki)";"Asukkaiden keskitulot (HR)";47463
"00290  Meilahden sairaala-alue (Helsinki)";"Asukkaiden mediaanitulot (HR)";32532
"00290  Meilahden sairaala-alue (Helsinki)";"Alimpaan tuloluokkaan kuuluvat asukkaat (HR)";10
"00290  Meilahden sairaala-alue (Helsinki)";"Keskimmäiseen tuloluokkaan kuuluvat asukkaat (HR)";55
"00290  Meilahden sairaala-alue (Helsinki)";"Ylimpään tuloluokkaan kuuluvat asukkaat (HR)";52
"00290  Meilahden sairaala-alue (Helsinki)";"Asukkaiden ostovoimakertymä (HR)";5553212
"00300  Pikku Huopalahti (Helsinki)";"18 vuotta täyttäneet yhteensä (HR)";4369
"00300  Pikku Huopalahti (Helsinki)";"Asukkaiden keskitulot (HR)";31629
"00300  Pikku Huopalahti (Helsinki)";"Asukkaiden mediaanitulot (HR)";27364
"00300  Pikku Huopalahti (Helsinki)";"Alimpaan tuloluokkaan kuuluvat asukkaat (HR)";684
"00300  Pikku Huopalahti (Helsinki)";"Keskimmäiseen tuloluokkaan kuuluvat asukkaat (HR)";2520
"00300  Pikku Huopalahti (Helsinki)";"Ylimpään tuloluokkaan kuuluvat asukkaat (HR)";1165
"00300  Pikku Huopalahti (Helsinki)";"Asukkaiden ostovoimakertymä (HR)";138189176
"00310  Kivihaka (Helsinki)";"18 vuotta täyttäneet yhteensä (HR)";689
"00310  Kivihaka (Helsinki)";"Asukkaiden keskitulot (HR)";30672
"00310  Kivihaka (Helsinki)";"Asukkaiden mediaanitulot (HR)";27644
"00310  Kivihaka (Helsinki)";"Alimpaan tuloluokkaan kuuluvat asukkaat (HR)";95
"00310  Kivihaka (Helsinki)";"Keskimmäiseen tuloluokkaan kuuluvat asukkaat (HR)";404
"00310  Kivihaka (Helsinki)";"Ylimpään tuloluokkaan kuuluvat asukkaat (HR)";190
"00310  Kivihaka (Helsinki)";"Asukkaiden ostovoimakertymä (HR)";21133198
"00320  Etelä-Haaga (Helsinki)";"18 vuotta täyttäneet yhteensä (HR)";9178
"00320  Etelä-Haaga (Helsinki)";"Asukkaiden keskitulot (HR)";32380
"00320  Etelä-Haaga (Helsinki)";"Asukkaiden mediaanitulot (HR)";28411
"00320  Etelä-Haaga (Helsinki)";"Alimpaan tuloluokkaan kuuluvat asukkaat (HR)";1375
"00320  Etelä-Haaga (Helsinki)";"Keskimmäiseen tuloluokkaan kuuluvat asukkaat (HR)";5005
"00320  Etelä-Haaga (Helsinki)";"Ylimpään tuloluokkaan kuuluvat asukkaat (HR)";2798
"00320  Etelä-Haaga (Helsinki)";"Asukkaiden ostovoimakertymä (HR)";297180042
"00330  Munkkiniemi (Helsinki)";"18 vuotta täyttäneet yhteensä (HR)";7688
"00330  Munkkiniemi (Helsinki)";"Asukkaiden keskitulot (HR)";52313
"00330  Munkkiniemi (Helsinki)";"Asukkaiden mediaanitulot (HR)";33029
"00330  Munkkiniemi (Helsinki)";"Alimpaan tuloluokkaan kuuluvat asukkaat (HR)";991
"00330  Munkkiniemi (Helsinki)";"Keskimmäiseen tuloluokkaan kuuluvat asukkaat (HR)";3275
"00330  Munkkiniemi (Helsinki)";"Ylimpään tuloluokkaan kuuluvat asukkaat (HR)";3422
"00330  Munkkiniemi (Helsinki)";"Asukkaiden ostovoimakertymä (HR)";402181935
"00340  Kuusisaari - Lehtisaari (Helsinki)";"18 vuotta täyttäneet yhteensä (HR)";1450
"00340  Kuusisaari - Lehtisaari (Helsinki)";"Asukkaiden keskitulot (HR)";85011
"00340  Kuusisaari - Lehtisaari (Helsinki)";"Asukkaiden mediaanitulot (HR)";38583
"00340  Kuusisaari - Lehtisaari (Helsinki)";"Alimpaan tuloluokkaan kuuluvat asukkaat (HR)";230
"00340  Kuusisaari - Lehtisaari (Helsinki)";"Keskimmäiseen tuloluokkaan kuuluvat asukkaat (HR)";437
"00340  Kuusisaari - Lehtisaari (Helsinki)";"Ylimpään tuloluokkaan kuuluvat asukkaat (HR)";783
"00340  Kuusisaari - Lehtisaari (Helsinki)";"Asukkaiden ostovoimakertymä (HR)";123265602
"00350  Munkkivuori - Niemenmäki (Helsinki)";"18 vuotta täyttäneet yhteensä (HR)";7860
"00350  Munkkivuori - Niemenmäki (Helsinki)";"Asukkaiden keskitulot (HR)";31451
"00350  Munkkivuori - Niemenmäki (Helsinki)";"Asukkaiden mediaanitulot (HR)";28171
"00350  Munkkivuori - Niemenmäki (Helsinki)";"Alimpaan tuloluokkaan kuuluvat asukkaat (HR)";1291
"00350  Munkkivuori - Niemenmäki (Helsinki)";"Keskimmäiseen tuloluokkaan kuuluvat asukkaat (HR)";4219
"00350  Munkkivuori - Niemenmäki (Helsinki)";"Ylimpään tuloluokkaan kuuluvat asukkaat (HR)";2350
"00350  Munkkivuori - Niemenmäki (Helsinki)";"Asukkaiden ostovoimakertymä (HR)";247205983
"00360  Pajamäki (Helsinki)";"18 vuotta täyttäneet yhteensä (HR)";1598
"00360  Pajamäki (Helsinki)";"Asukkaiden keskitulot (HR)";27986
"00360  Pajamäki (Helsinki)";"Asukkaiden mediaanitulot (HR)";26762
"00360  Pajamäki (Helsinki)";"Alimpaan tuloluokkaan kuuluvat asukkaat (HR)";261
"00360  Pajamäki (Helsinki)";"Keskimmäiseen tuloluokkaan kuuluvat asukkaat (HR)";928
"00360  Pajamäki (Helsinki)";"Ylimpään tuloluokkaan kuuluvat asukkaat (HR)";409
"00360  Pajamäki (Helsinki)";"Asukkaiden ostovoimakertymä (HR)";44721612
"00370  Reimarla (Helsinki)";"18 vuotta täyttäneet yhteensä (HR)";5210
"00370  Reimarla (Helsinki)";"Asukkaiden keskitulot (HR)";31020
"00370  Reimarla (Helsinki)";"Asukkaiden mediaanitulot (HR)";26331
"00370  Reimarla (Helsinki)";"Alimpaan tuloluokkaan kuuluvat asukkaat (HR)";916
"00370  Reimarla (Helsinki)";"Keskimmäiseen tuloluokkaan kuuluvat asukkaat (HR)";2921
"00370  Reimarla (Helsinki)";"Ylimpään tuloluokkaan kuuluvat asukkaat (HR)";1373
"00370  Reimarla (Helsinki)";"Asukkaiden ostovoimakertymä (HR)";161612278
"00380  Pitäjänmäen yritysalue (Helsinki)";"18 vuotta täyttäneet yhteensä (HR)";4098
"00380  Pitäjänmäen yritysalue (Helsinki)";"Asukkaiden keskitulot (HR)";29607
"00380  Pitäjänmäen yritysalue (Helsinki)";"Asukkaiden mediaanitulot (HR)";26855
"00380  Pitäjänmäen yritysalue (Helsinki)";"Alimpaan tuloluokkaan kuuluvat asukkaat (HR)";678
"00380  Pitäjänmäen yritysalue (Helsinki)";"Keskimmäiseen tuloluokkaan kuuluvat asukkaat (HR)";2344
"00380  Pitäjänmäen yritysalue (Helsinki)";"Ylimpään tuloluokkaan kuuluvat asukkaat (HR)";1076
"00380  Pitäjänmäen yritysalue (Helsinki)";"Asukkaiden ostovoimakertymä (HR)";121331119
"00390  Konala (Helsinki)";"18 vuotta täyttäneet yhteensä (HR)";5354
"00390  Konala (Helsinki)";"Asukkaiden keskitulot (HR)";29476
"00390  Konala (Helsinki)";"Asukkaiden mediaanitulot (HR)";26468
"00390  Konala (Helsinki)";"Alimpaan tuloluokkaan kuuluvat asukkaat (HR)";876
"00390  Konala (Helsinki)";"Keskimmäiseen tuloluokkaan kuuluvat asukkaat (HR)";3136
"00390  Konala (Helsinki)";"Ylimpään tuloluokkaan kuuluvat asukkaat (HR)";1342
"00390  Konala (Helsinki)";"Asukkaiden ostovoimakertymä (HR)";157812143
"00400  Pohjois-Haaga (Helsinki)";"18 vuotta täyttäneet yhteensä (HR)";7890
"00400  Pohjois-Haaga (Helsinki)";"Asukkaiden keskitulot (HR)";26951
"00400  Pohjois-Haaga (Helsinki)";"Asukkaiden mediaanitulot (HR)";25011
"00400  Pohjois-Haaga (Helsinki)";"Alimpaan tuloluokkaan kuuluvat asukkaat (HR)";1432
"00400  Pohjois-Haaga (Helsinki)";"Keskimmäiseen tuloluokkaan kuuluvat asukkaat (HR)";4723
"00400  Pohjois-Haaga (Helsinki)";"Ylimpään tuloluokkaan kuuluvat asukkaat (HR)";1735
"00400  Pohjois-Haaga (Helsinki)";"Asukkaiden ostovoimakertymä (HR)";212646645
"00410  Malminkartano (Helsinki)";"18 vuotta täyttäneet yhteensä (HR)";7771
"00410  Malminkartano (Helsinki)";"Asukkaiden keskitulot (HR)";25079
"00410  Malminkartano (Helsinki)";"Asukkaiden mediaanitulot (HR)";24009
"00410  Malminkartano (Helsinki)";"Alimpaan tuloluokkaan kuuluvat asukkaat (HR)";1800
"00410  Malminkartano (Helsinki)";"Keskimmäiseen tuloluokkaan kuuluvat asukkaat (HR)";4568
"00410  Malminkartano (Helsinki)";"Ylimpään tuloluokkaan kuuluvat asukkaat (HR)";1403
"00410  Malminkartano (Helsinki)";"Asukkaiden ostovoimakertymä (HR)";194887499
"00420  Kannelmäki (Helsinki)";"18 vuotta täyttäneet yhteensä (HR)";11471
"00420  Kannelmäki (Helsinki)";"Asukkaiden keskitulot (HR)";25048
"00420  Kannelmäki (Helsinki)";"Asukkaiden mediaanitulot (HR)";23286
"00420  Kannelmäki (Helsinki)";"Alimpaan tuloluokkaan kuuluvat asukkaat (HR)";2546
"00420  Kannelmäki (Helsinki)";"Keskimmäiseen tuloluokkaan kuuluvat asukkaat (HR)";6932
"00420  Kannelmäki (Helsinki)";"Ylimpään tuloluokkaan kuuluvat asukkaat (HR)";1993
"00420  Kannelmäki (Helsinki)";"Asukkaiden ostovoimakertymä (HR)";287328678
"00430  Maununneva - Kuninkaantammi (Helsinki)";"18 vuotta täyttäneet yhteensä (HR)";6054
"00430  Maununneva - Kuninkaantammi (Helsinki)";"Asukkaiden keskitulot (HR)";33803
"00430  Maununneva - Kuninkaantammi (Helsinki)";"Asukkaiden mediaanitulot (HR)";29972
